FILIAL;NOTA;PROD;DESCRICAO;NBM;DATA;OPERACAO;QT;PRECOVENDA;TOTAL;USUARIO;PRECO_TABELA;SITTRIBUT;CODEPTO;DESCRICAODEPTO;CODFORNEC;FORNECEDOR;CODFISCAL
13;194125;1173;MOLHO SHOYU TAMBAU 150ML;21031010;2023;S;1;3,09;3,09;4669;3,09;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
13;288814;1173;MOLHO SHOYU TAMBAU 150ML;21031010;2023;S;1;3,09;3,09;4631;3,09;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
9;398794;1173;MOLHO SHOYU TAMBAU 150ML;21031010;2023;S;1;3,09;3,09;4573;3,09;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;415875;1173;MOLHO SHOYU TAMBAU 150ML;21031010;2023;S;1;3,09;3,09;4651;3,09;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
13;193909;1173;MOLHO SHOYU TAMBAU 150ML;21031010;2023;S;1;3,09;3,09;4530;3,09;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
13;324910;1173;MOLHO SHOYU TAMBAU 150ML;21031010;2023;S;1;3,09;3,09;4665;3,09;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;247591;1173;MOLHO SHOYU TAMBAU 150ML;21031010;2023;S;1;3,09;3,09;4624;3,09;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;247652;1173;MOLHO SHOYU TAMBAU 150ML;21031010;2023;S;1;3,09;3,09;4624;3,09;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;411900;1173;MOLHO SHOYU TAMBAU 150ML;21031010;2023;S;1;3,09;3,09;4422;3,09;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
13;375646;1166;MOLHO PIMENTA TAMBAU 150ML;21039021;2023;S;1;2,95;2,95;4664;2,95;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
9;463687;1166;MOLHO PIMENTA TAMBAU 150ML;21039021;2023;S;1;2,65;2,65;4554;2,65;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;411865;1166;MOLHO PIMENTA TAMBAU 150ML;21039021;2023;S;1;2,95;2,95;4422;2,95;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;56606;1166;MOLHO PIMENTA TAMBAU 150ML;21039021;2023;S;1;2,95;2,95;4251;2,95;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
9;349954;1166;MOLHO PIMENTA TAMBAU 150ML;21039021;2023;S;1;2,65;2,65;4630;2,65;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
13;375667;1164;MOLHO ALHO TAMBAU 150ML;21039091;2023;S;1;2,85;2,85;4664;2,85;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
9;251609;1164;MOLHO ALHO TAMBAU 150ML;21039091;2023;S;1;2,85;2,85;4609;2,85;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;56690;1160;CATCHUP SCH TAMBAU 200G;21032010;2023;S;1;2,45;2,45;4659;2,45;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
9;406210;1160;CATCHUP SCH TAMBAU 200G;21032010;2023;S;1;2,45;2,45;4660;2,45;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
9;350127;1160;CATCHUP SCH TAMBAU 200G;21032010;2023;S;1;2,45;2,45;4661;2,45;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
13;325037;1153;MOLHO TOMATE SCH TAMBAU 200G;21032010;2023;S;1;1,69;1,69;4665;1,69;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
9;251775;1153;MOLHO TOMATE SCH TAMBAU 200G;21032010;2023;S;4;1,69;6,76;4655;1,69;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
9;251735;1153;MOLHO TOMATE SCH TAMBAU 200G;21032010;2023;S;2;1,69;3,38;4655;1,69;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
9;251735;1153;MOLHO TOMATE SCH TAMBAU 200G;21032010;2023;S;1;1,69;1,69;4655;1,69;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;415845;1153;MOLHO TOMATE SCH TAMBAU 200G;21032010;2023;S;1;1,69;1,69;4651;1,69;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;140362;1153;MOLHO TOMATE SCH TAMBAU 200G;21032010;2023;S;1;1,69;1,69;4243;1,69;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;415873;1152;MOLHO TOM BOLONHESA SCH TAMBAU 200G;21032010;2023;S;2;2,39;4,78;4651;2,39;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;140278;1152;MOLHO TOM BOLONHESA SCH TAMBAU 200G;21032010;2023;S;2;2,39;4,78;4296;2,39;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
13;437377;1146;EXTRATO TOMATE SCH TAMBAU 140G;20029000;2023;S;1;1,65;1,65;4674;1,65;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;412033;1141;CATCHUP PIC TAMBAU 200G;21032010;2023;S;1;3,79;3,79;4243;3,79;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;196187;1140;CATCHUP TAMBAU 200G;21032010;2023;S;1;3,75;3,75;4667;3,75;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
13;288790;1139;CATCHUP TAMBAU 400G;21032010;2023;S;1;5,69;5,69;4631;5,69;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;415845;1139;CATCHUP TAMBAU 400G;21032010;2023;S;1;5,69;5,69;4651;5,69;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
13;288834;1138;CATCHUP PIC TAMBAU 400G;21032010;2023;S;1;5,69;5,69;4631;5,69;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
13;375667;1136;CATCHUP TAMBAU 830G;21032010;2023;S;1;7,1;7,1;4664;7,1;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;247603;1136;CATCHUP TAMBAU 830G;21032010;2023;S;1;7,1;7,1;4624;7,1;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
13;437299;1136;CATCHUP TAMBAU 830G;21032010;2023;S;1;7,1;7,1;4674;7,1;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
9;251723;1136;CATCHUP TAMBAU 830G;21032010;2023;S;1;7,1;7,1;4655;7,1;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
13;324872;1136;CATCHUP TAMBAU 830G;21032010;2023;S;1;7,1;7,1;4414;7,1;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
13;375562;1136;CATCHUP TAMBAU 830G;21032010;2023;S;1;7,1;7,1;4664;7,1;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
13;324818;1136;CATCHUP TAMBAU 830G;21032010;2023;S;1;7,1;7,1;4414;7,1;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;140358;1136;CATCHUP TAMBAU 830G;21032010;2023;S;1;7,1;7,1;4243;7,1;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;140398;1136;CATCHUP TAMBAU 830G;21032010;2023;S;1;7,1;7,1;4243;7,1;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
13;208698;1132;MOSTARDA TAMBAU 180G;21033021;2023;S;1;4,09;4,09;4382;4,09;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
13;375725;1132;MOSTARDA TAMBAU 180G;21033021;2023;S;1;4,09;4,09;4664;4,09;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
13;324962;1132;MOSTARDA TAMBAU 180G;21033021;2023;S;1;4,09;4,09;4665;4,09;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
13;375509;1132;MOSTARDA TAMBAU 180G;21033021;2023;S;1;4,09;4,09;4613;4,09;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
13;193991;1132;MOSTARDA TAMBAU 180G;21033021;2023;S;1;4,09;4,09;4669;4,09;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
13;375462;1128;DOCE CRISTALIZADO CAJU TAMBAU 400G;20079990;2023;S;1;8,69;8,69;4613;8,69;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;56593;1128;DOCE CRISTALIZADO CAJU TAMBAU 400G;20079990;2023;S;1;8,69;8,69;4251;8,69;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;72881;1126;DOCE CRISTALIZADO GOIABA TAMBAU 400G;20079990;2023;S;1;8,65;8,65;4652;8,65;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
13;133741;1120;DOCE BARRA GOIABA TAMBAU 1KG;20079990;2023;S;1;10,6;10,6;4671;10,6;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;56652;1112;DOCE GOIABA TAMBAU 600G;20079990;2023;S;1;7,99;7,99;4659;7,99;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
6;412000;1112;DOCE GOIABA TAMBAU 600G;20079990;2023;S;1;7,99;7,99;4243;7,99;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
13;324827;1111;DOCE GOIABA TAMBAU 300G;20079990;2023;S;1;4,09;4,09;4414;4,09;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
13;193996;1110;DOCE BANAIABA TAMBAU 600G;20079990;2023;S;1;9,2;9,2;4669;9,2;0;38;MERCEARIA;29;TAMBAU INDUSTRIA ALIMENTICIA LTDA;5102
13;437127;1037;FARINHA MANDIOCA KIFARINHA 1KG;11062000;2023;S;1;8,15;8,15;4453;8,15;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
6;13586;1037;FARINHA MANDIOCA KIFARINHA 1KG;11062000;2023;S;1;8,15;8,15;4662;8,15;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
6;13586;1037;FARINHA MANDIOCA KIFARINHA 1KG;11062000;2023;S;2;8,15;16,3;4662;8,15;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
6;56560;1037;FARINHA MANDIOCA KIFARINHA 1KG;11062000;2023;S;1;8,15;8,15;4659;8,15;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
6;13537;1037;FARINHA MANDIOCA KIFARINHA 1KG;11062000;2023;S;1;8,15;8,15;4662;8,15;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
9;398779;1036;FEIJAO PRETO TP1 KICALDO 1KG;7133319;2023;S;1;9,15;9,15;4573;9,15;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
9;398779;1036;FEIJAO PRETO TP1 KICALDO 1KG;7133319;2023;S;4;9,15;36,6;4573;9,15;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
13;324901;1036;FEIJAO PRETO TP1 KICALDO 1KG;7133319;2023;S;1;9,15;9,15;4665;9,15;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
13;288769;1036;FEIJAO PRETO TP1 KICALDO 1KG;7133319;2023;S;1;9,15;9,15;4631;9,15;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
9;349973;1036;FEIJAO PRETO TP1 KICALDO 1KG;7133319;2023;S;1;9,15;9,15;4630;9,15;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
9;398816;1036;FEIJAO PRETO TP1 KICALDO 1KG;7133319;2023;S;1;9,15;9,15;4573;9,15;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
6;56496;1036;FEIJAO PRETO TP1 KICALDO 1KG;7133319;2023;S;1;9,15;9,15;4251;9,15;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
13;288764;1036;FEIJAO PRETO TP1 KICALDO 1KG;7133319;2023;S;1;9,15;9,15;4631;9,15;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
13;324862;1036;FEIJAO PRETO TP1 KICALDO 1KG;7133319;2023;S;1;9,15;9,15;4414;9,15;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
13;324886;1036;FEIJAO PRETO TP1 KICALDO 1KG;7133319;2023;S;1;9,15;9,15;4414;9,15;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
13;324915;1036;FEIJAO PRETO TP1 KICALDO 1KG;7133319;2023;S;1;9,15;9,15;4665;9,15;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
13;208568;1036;FEIJAO PRETO TP1 KICALDO 1KG;7133319;2023;S;1;9,15;9,15;4382;9,15;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
6;415852;1036;FEIJAO PRETO TP1 KICALDO 1KG;7133319;2023;S;1;9,15;9,15;4651;9,15;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
6;13517;1036;FEIJAO PRETO TP1 KICALDO 1KG;7133319;2023;S;1;9,15;9,15;4662;9,15;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
9;350142;1036;FEIJAO PRETO TP1 KICALDO 1KG;7133319;2023;S;1;9,15;9,15;4661;9,15;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
13;375532;1036;FEIJAO PRETO TP1 KICALDO 1KG;7133319;2023;S;1;9,15;9,15;4613;9,15;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
9;350044;1036;FEIJAO PRETO TP1 KICALDO 1KG;7133319;2023;S;1;9,15;9,15;4630;9,15;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
6;415837;1036;FEIJAO PRETO TP1 KICALDO 1KG;7133319;2023;S;1;9,15;9,15;4651;9,15;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
9;406144;1036;FEIJAO PRETO TP1 KICALDO 1KG;7133319;2023;S;2;9,15;18,3;4660;9,15;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
13;194135;1035;FEIJAO FRADINHO/MACASSAR TP1 KICALDO 1KG;7133399;2023;S;1;7,95;7,95;4669;7,95;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
13;288829;1035;FEIJAO FRADINHO/MACASSAR TP1 KICALDO 1KG;7133399;2023;S;1;7,95;7,95;4631;7,95;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
13;437374;1035;FEIJAO FRADINHO/MACASSAR TP1 KICALDO 1KG;7133399;2023;S;1;7,95;7,95;4674;7,95;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
13;288797;1035;FEIJAO FRADINHO/MACASSAR TP1 KICALDO 1KG;7133399;2023;S;1;7,95;7,95;4631;7,95;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
6;412067;1035;FEIJAO FRADINHO/MACASSAR TP1 KICALDO 1KG;7133399;2023;S;1;7,95;7,95;4243;7,95;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
6;56482;1035;FEIJAO FRADINHO/MACASSAR TP1 KICALDO 1KG;7133399;2023;S;1;7,95;7,95;4251;7,95;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
13;193894;1035;FEIJAO FRADINHO/MACASSAR TP1 KICALDO 1KG;7133399;2023;S;1;7,95;7,95;4530;7,95;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
6;412056;1035;FEIJAO FRADINHO/MACASSAR TP1 KICALDO 1KG;7133399;2023;S;1;7,95;7,95;4243;7,95;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
13;437110;1035;FEIJAO FRADINHO/MACASSAR TP1 KICALDO 1KG;7133399;2023;S;1;7,95;7,95;4453;7,95;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
9;463712;1035;FEIJAO FRADINHO/MACASSAR TP1 KICALDO 1KG;7133399;2023;S;1;7,95;7,95;4554;7,95;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
6;72925;1035;FEIJAO FRADINHO/MACASSAR TP1 KICALDO 1KG;7133399;2023;S;1;7,95;7,95;4652;7,95;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
6;247654;1035;FEIJAO FRADINHO/MACASSAR TP1 KICALDO 1KG;7133399;2023;S;1;7,95;7,95;4624;7,95;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
6;13528;1035;FEIJAO FRADINHO/MACASSAR TP1 KICALDO 1KG;7133399;2023;S;2;7,95;15,9;4662;7,95;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
13;288779;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2023;S;1;11,59;11,59;4631;11,59;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
13;193817;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2023;S;1;11,59;11,59;4530;11,59;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
6;56540;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2023;S;1;11,59;11,59;4251;11,59;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
6;411888;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2023;S;1;11,59;11,59;4422;11,59;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
13;324834;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2023;S;1;11,59;11,59;4414;11,59;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
13;324852;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2023;S;1;11,59;11,59;4414;11,59;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
13;375565;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2023;S;1;11,59;11,59;4664;11,59;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
13;324826;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2023;S;1;11,59;11,59;4414;11,59;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
13;193858;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2023;S;1;11,59;11,59;4530;11,59;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
9;398774;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2023;S;1;11,59;11,59;4573;11,59;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
13;375527;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2023;S;1;11,59;11,59;4613;11,59;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
9;463622;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2023;S;1;11,59;11,59;4554;11,59;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
6;415923;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2023;S;1;11,59;11,59;4651;11,59;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
13;375501;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2023;S;1;11,59;11,59;4613;11,59;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
6;13530;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2023;S;2;11,59;23,18;4662;11,59;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
9;158536;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2023;S;1;11,59;11,59;4593;11,59;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
6;412045;1034;FEIJAO CARIOCA TP1 KICALDO 1KG;7133399;2023;S;1;11,59;11,59;4243;11,59;41;38;MERCEARIA;58;SOMAR COMERCIO E TRANSP DE ALIM LTDA;5102
13;437115;989;CAFE SOLUVEL REFIL PILAO 50G;9011190;2023;S;1;5,5;5,5;4453;5,5;0;38;MERCEARIA;4189;PARATY ATACADO E DISTRIBUIDORA LTDA;5102
13;324831;989;CAFE SOLUVEL REFIL PILAO 50G;9011190;2023;S;2;5,5;11;4414;5,5;0;38;MERCEARIA;4189;PARATY ATACADO E DISTRIBUIDORA LTDA;5102
13;375453;988;CAFE GRAO ESPRESSO PILAO 1KG;9011190;2023;S;1;77;77;4613;77;0;38;MERCEARIA;4189;PARATY ATACADO E DISTRIBUIDORA LTDA;5102
13;325031;984;CAFE VACUO PILAO 250G;9011190;2023;S;1;9,6;9,6;4665;9,6;0;38;MERCEARIA;4189;PARATY ATACADO E DISTRIBUIDORA LTDA;5102
6;72861;984;CAFE VACUO PILAO 250G;9011190;2023;S;1;9,6;9,6;4652;9,6;0;38;MERCEARIA;4189;PARATY ATACADO E DISTRIBUIDORA LTDA;5102
6;196177;984;CAFE VACUO PILAO 250G;9011190;2023;S;1;9,6;9,6;4667;9,6;0;38;MERCEARIA;4189;PARATY ATACADO E DISTRIBUIDORA LTDA;5102
9;463721;984;CAFE VACUO PILAO 250G;9011190;2023;S;1;9,6;9,6;4554;9,6;0;38;MERCEARIA;4189;PARATY ATACADO E DISTRIBUIDORA LTDA;5102
6;109668;984;CAFE VACUO PILAO 250G;9011190;2023;ET;160;5,863;938,08;1007;5,863;0;38;MERCEARIA;886;RECIFE MERCANTIL DE ALMIENTOS LTDA;1906
6;147207;984;CAFE VACUO PILAO 250G;9011190;2023;ST;160;5,86;937,6;1007;5,86;0;38;MERCEARIA;4189;PARATY ATACADO E DISTRIBUIDORA LTDA;5152
13;437003;984;CAFE VACUO PILAO 250G;9011190;2023;S;5;9,6;48;4453;9,6;0;38;MERCEARIA;4189;PARATY ATACADO E DISTRIBUIDORA LTDA;5102
6;56531;984;CAFE VACUO PILAO 250G;9011190;2023;S;1;9,6;9,6;4251;9,6;0;38;MERCEARIA;4189;PARATY ATACADO E DISTRIBUIDORA LTDA;5102
6;56587;982;CAFE ALMOFADA PILAO 250G;9011190;2023;S;2;9,6;19,2;4659;9,6;0;38;MERCEARIA;4189;PARATY ATACADO E DISTRIBUIDORA LTDA;5102
9;398754;982;CAFE ALMOFADA PILAO 250G;9011190;2023;S;1;9,6;9,6;4573;9,6;0;38;MERCEARIA;4189;PARATY ATACADO E DISTRIBUIDORA LTDA;5102
13;437373;966;ARROZ PARB LF-T2 EMOCOES 1KG;10063011;2023;S;1;5,89;5,89;4674;5,89;0;38;MERCEARIA;53;NELSON WENDT CIA LTDA;5102
9;463827;966;ARROZ PARB LF-T2 EMOCOES 1KG;10063011;2023;S;1;5,89;5,89;4663;5,89;0;38;MERCEARIA;53;NELSON WENDT CIA LTDA;5102
13;375656;966;ARROZ PARB LF-T2 EMOCOES 1KG;10063011;2023;S;1;5,89;5,89;4664;5,89;0;38;MERCEARIA;53;NELSON WENDT CIA LTDA;5102
13;375656;966;ARROZ PARB LF-T2 EMOCOES 1KG;10063011;2023;S;1;5,89;5,89;4664;5,89;0;38;MERCEARIA;53;NELSON WENDT CIA LTDA;5102
13;325031;966;ARROZ PARB LF-T2 EMOCOES 1KG;10063011;2023;S;1;5,89;5,89;4665;5,89;0;38;MERCEARIA;53;NELSON WENDT CIA LTDA;5102
13;288809;966;ARROZ PARB LF-T2 EMOCOES 1KG;10063011;2023;S;1;5,89;5,89;4631;5,89;0;38;MERCEARIA;53;NELSON WENDT CIA LTDA;5102
6;247918;966;ARROZ PARB LF-T2 EMOCOES 1KG;10063011;2023;S;1;5,89;5,89;4649;5,89;0;38;MERCEARIA;53;NELSON WENDT CIA LTDA;5102
6;196200;966;ARROZ PARB LF-T2 EMOCOES 1KG;10063011;2023;S;1;5,89;5,89;4667;5,89;0;38;MERCEARIA;53;NELSON WENDT CIA LTDA;5102
6;56684;966;ARROZ PARB LF-T2 EMOCOES 1KG;10063011;2023;S;1;5,89;5,89;4659;5,89;0;38;MERCEARIA;53;NELSON WENDT CIA LTDA;5102
9;350079;966;ARROZ PARB LF-T2 EMOCOES 1KG;10063011;2023;S;1;5,89;5,89;4661;5,89;0;38;MERCEARIA;53;NELSON WENDT CIA LTDA;5102
13;208698;966;ARROZ PARB LF-T2 EMOCOES 1KG;10063011;2023;S;1;5,89;5,89;4382;5,89;0;38;MERCEARIA;53;NELSON WENDT CIA LTDA;5102
6;488522;966;ARROZ PARB LF-T2 EMOCOES 1KG;10063011;2023;S;1;5,89;5,89;4591;5,89;0;38;MERCEARIA;53;NELSON WENDT CIA LTDA;5102
6;56547;966;ARROZ PARB LF-T2 EMOCOES 1KG;10063011;2023;S;1;5,89;5,89;4251;5,89;0;38;MERCEARIA;53;NELSON WENDT CIA LTDA;5102
13;324853;966;ARROZ PARB LF-T2 EMOCOES 1KG;10063011;2023;S;1;5,89;5,89;4414;5,89;0;38;MERCEARIA;53;NELSON WENDT CIA LTDA;5102
6;196148;966;ARROZ PARB LF-T2 EMOCOES 1KG;10063011;2023;S;1;5,89;5,89;4667;5,89;0;38;MERCEARIA;53;NELSON WENDT CIA LTDA;5102
13;375484;966;ARROZ PARB LF-T2 EMOCOES 1KG;10063011;2023;S;1;5,89;5,89;4613;5,89;0;38;MERCEARIA;53;NELSON WENDT CIA LTDA;5102
